Year,January,February,March,April,May,June,July,August,September,October,November,December
1965,21.6,11,17.3,115.9,106.4,82.4,17.9,36.2,198,68.3,77.9,142.3
1966,82.1,52,65,111.1,180.1,128.8,16,76.7,157,50,23.3,3.2
1967,43.6,,172,70.7,19.7,37.8,4,501.9,406.9,38.6,59.9,36.3
1968,42.3,52.8,30.7,141.4,106.5,137.8,69.5,104,140.8,104.9,27.1,5.1
1969,15.9,40,48.5,56.5,37.5,61.5,28.7,191.1,121.7,91.8,45.9,24.8
1970,43.5,60.9,5.7,41,111.5,53.1,83.6,71.3,137.9,38.9,0,7.9
1971,11.1,15.4,11.8,0,48.5,182.1,34.5,199.5,223.3,76.9,35.9,34
1972,14.1,23.5,72.2,20.7,175.4,266.2,124.8,18.4,106.7,74.2,37.3,15.2
1973,54.7,79.9,0,31.2,24.7,340.9,80.2,138.1,362.3,89.5,28,40.1
1974,30.7,0,29.7,15,28.4,95.6,18.9,62.3,240.2,49,15.1,41.6
1975,18.3,22.2,6.2,13.2,37.5,4.8,193.2,185.7,234.5,24.5,5.2,31.7
1976,15,5.5,40.3,90.5,89.8,202.3,402,22.8,83.5,86.5,201.4,56.7
1977,86.7,50,18,40.2,44.4,68.4,62.3,149.9,78.1,52.2,5.7,27.3
1978,45,32.2,0,23,31.5,38.2,55.2,201.2,217.7,100.8,68,21.2
1979,10.3,3,21.3,28.2,52.1,134.4,65.2,58.5,142.3,0,13.7,54
1980,3.1,7.8,0,0,50,0,9.5,222.7,124.5,25.7,38.6,14.8
1981,79.5,19.6,34.9,147.9,72,75,70.6,137.4,82.3,11.9,0,0
1982,10.4,8.9,9.3,26.9,54,18,7.2,41.6,32.4,60.4,5.2,37.3
1983,35.9,36.1,24.9,0,92.9,14.9,49.7,201.4,83.4,54.7,1.4,
1984,132.5,0.5,,,107.4,31.5,65.6,,,,,
1985,38.4,9.1,27.2,,29.2,126.7,60.1,17.1,87.7,99.6,,7
1986,1,4,0,35.4,54.5,179.9,38.7,9.7,131.2,90.6,10.7,67
1987,12,29.2,16.1,24.7,101.9,119.8,56.6,72.5,85.9,16.7,14.2,12.6
1988,24.4,20.2,9.8,22.9,41.9,54.9,92.2,120.6,170.7,7.2,0,0
1989,21.9,12.8,0,14,23.8,,72.8,45,49,32.7,9.6,
1990,4,8,15.6,18.8,,,,,,,0.5,
1991,1.9,0.9,0.2,0.2,37,146,39.7,13,166.5,3,11,23
1992,68.5,14,12.5,34,109,8,28.5,95.5,73,57,31,10.5
1993,4,27,49.5,22,40,144.5,12,71.5,155.5,21.5,32,3.5
1994,67,14,44.1,6.3,60.9,51.7,26.7,43.6,88,28.1,15.8,22.8
1995,10.6,14.8,18,10,39.5,21,20,116.5,68,6.5,41.5,
1996,1,0,3,3,23,15.5,28.6,145,79.5,43,15,
1997,9,22.5,74.5,87.5,37,9,15,3,98.1,32.5,24,
1998,0,31,37.5,0,0,9,23,67.8,169,37,30,
1999,0,2,45.5,13,36,77.5,89.5,211,79.5,17,,0
2000,3,8.8,3.5,31,48.5,38,3,49.5,102,117,17.5,
2001,24.6,17,35,11,10,137,14,99.5,132.5,6.5,48.5,
2002,1.5,1,1.5,9.5,46.5,46.5,151,68,245.5,95,13,
2003,21.8,22.5,22.8,3,95.5,108,90,70,180,108.5,12.5,
2004,11,9,37.5,56.5,19.5,48,27,27.5,194,65,36,
2005,14.5,81,15,6.5,75.8,0,238,,,45.5,,
2006,0,14,9,97.5,1.5,14,80,29.5,218,48.5,32.5,61
2008,45.5,3,6,6,40,22.5,183.5,172,223.5,43,5,
2009,29.2,14.5,5,9.5,47,10.5,38.5,18,127,86,32,
2010,52.5,22.5,6.5,113.5,20,186.5,217.5,17,278,0,0,
2011,19.5,0,0,0,7,102,130.5,11,108.5,12,0,
2012,28,25,15,4,21,39.5,11,100.5,54,25,32,
2013,39.5,2,8.5,42.5,135,11,21.5,41,337.5,15,69,0
2014,7,8.5,28.5,16.5,7,17.5,27.5,59,221,42.5,48.5,
2015,11.2,52.5,73.5,129,74.5,122.5,4,15,66,102.5,19,
2016,31,0,24,38.5,65,35.5,24,140,61.5,11.5,57,
2017,14.5,6.5,54,36,25.5,63,27,50.5,217,42,10,31.55
2018,5.6,13.7,0,28,41,140,19,4,188.5,76.5,2,
